0.842,0.471
0.341,0.501
0.002,0.001
0.021,0.021
0.608,0.629
0.594,0.625
0.15,0.185
0.285,0.709
0.419,0.081
0.943,0.625
0.706,0.258
0.787,0.06
0.1,0.1
0.005,0.482
0.831,0.806
0.659,0.761
0.001,0.001
0.001,1
0.003,0.882
0.383,0.049
0.001,0.001
0.366666667,0.766666667
0.082,0.353
0.732,0.495
0.942,0.157
0.003,0.001
0.965,0.631
0.431,0.327
0.564,0.566
0.407,0.138
0.497,0.715
1,1
0.304,0.047
0.209,0.242
0.13,0.002
0.886,0.128
0.827,0.754
0.819,0.914
0.574,0.688
0.576,0.402
0.176,0.221
0.372,0.38
0.965,0.963
0.641,0.539
0.013,0.075
0.02,0.124
0.074,0.008
0.104,0.09
0.008,0.033
0.305555556,0.561111111
0.015,0.003
0.765,0.839
0.051,0.082
0.5,0.55
0.363,0.569
0.243,0.188
0.035,0.065
0.747,0.783
0.441666667,0.4
0.138,0.932
0.029,0.029
0.278,0.286
0.115,0.055
0.15,0.137
0.367,0.576
0.003,0.006
0.333333333,0.333333333
0.08,0.545
1,0.733333333
0.88,0.606
0.001,0.018
0.256,0.778
0.04,0.007
0.028,0.046
0.279,0.157
0.109,0.034
0.661,0.65
0.876,0.771
0.489,0.001
0.001,0.001
0.932,0.176
0.057,0.086
0.233,0.22
0.469,0.454
0.134,0.582
0.64,1
0.115,0.429
0.002,0.002
0.824,0.787
0.418,0.414
0.002,0.003
0.181,0.168
0.439,0.207
0.814,0.254
0.757,0.55
0.846,0.458
0.152,0.19
0.627,0.633
0.28,1
0.942,0.995
0.004,0.001
0.119444444,0.988888889
0.166666667,0.016666667
0.187,0.007
0.001,0.553
0.554,0.714
0.854,0.433
0.012,0.125
0.299,0.312
1,1
0.1,0.1
0.037,0.794
0.688,0.59
0.738,0.591
1,1
0.4,0.733333333
0.333333333,0.333333333
1,1
0.106,0.704
0.002,0.798
0.56,0.558
0.53,0.296
0.184,0.99
0.038,1
0.529,0.205
0.346,0.427
0.791,0.013
0.1,0.061111111
0.733333333,0.733333333
0.152,0.288
0.51,0.514
0.064,0.08
0.99,0.999
0.033333333,0.008333333
0.069,0.697
0.033333333,0.166666667
0.614,0.55
0.061111111,0.055555556
0.2,0.552777778
0.001,0.001
0.004,0.058
0.001,0.001
0.003,0.003
0.173,0.202
0.645,0.626
0.016,0.005
0.029,0.959
0.001,0.001
0.282,0.6
0.714,0.421
0.801,0.68
0.006,0.641
0.013,1
1,1
0.213,0.483
0.032,0.933
0.251,0.266
0.787,0.146
0.051,0.07
0.804,0.824
0.027777778,0.341666667
0.925,0.875
0.119,0.039
0.236,0.193
0.022,0.01
0.029,0.855
0.33,0.479
0.362,0.777
0.213,0.286
0.35,0.241
0.186,0.087
0.384,0.494
0.292,0.001
0.226,0.228
0.401,0.637
0.426,0.186
0.006,0.119
0.001,0.045
0.001,0.04
0.35,0.208
0.146,0.073
0.156,0.258
0.039,0.003
0.289,0.26
0.001,0.001
0.002,0.215
0.08,0.122
0.231,0.199
0.214,0.004
0.246,0.136
0.439,0.571
0.493,0.542
0.19,0.18
1,0.213
0.041,0.047
0.149,0.444
0.187,0.01
0.005555556,0.041666667
0.001,0.001
0.151,0.016
0.102,0.13
0.185,0.094
0.108,0.107
0.852,0.868
0.231,0.146
0.168,0.146
0.166666667,0.166666667
0.231,0.662
0.191,0.275
0.134,0.496
0.75,0.733333333
0.157,0.146
0.997,0.874
0.58,0.883
0.166666667,0.8
0.099,0.101
0.182,0.161
0.002,0.228
0.275,0.593055556
0.001,0.001
0.355555556,0.355555556
0.013,0.062
0.166666667,0.166666667
0.268,0.151
0.016,0.018
0.001,0.006
0.166666667,1
0.386,0.373
0.071,0.06
0.875,0.172
1,0.573
0.744,0.917
0.167,0.159
0.166666667,0.166666667
0.453,0.243
0.038,0.057
0.166666667,0.166666667
0.011,0.013
0.142,0.014
0.054,0.511
0.016,0.016
0.001,0.001
0.22,0.733
0.328,0.279
0.121,0.04
0.642,0.869
0.014,0.879
0.377,0.669
0.999,0.703
0.016,0.03
0.658333333,0.202777778
0.585,0.392
0.016666667,0.066666667
0.062,0.714
0.685,0.777
0.805,0.763
0.532,0.004
0.558,0.178
0.669,0.366
0.759,0.734
0.004,0.031
0.028,0.071
0.5,0.066666667
0.537,0.507
0.103,0.051
0.024,0.945
0.52,0.235
0.59,0.96
0.016666667,0.533333333
0.051,0.001
0.012,0.541
0.337,0.702
0.001,0.044
0.519,0.663
0.28,0.222
0.919,0.949
0.91,0.631
0.409722222,0.368055556
0.598,0.444
0.025,0.002
0.071,0.048
0.02,0.623
0.893,0.85
0.482,0.249
0.515,0.255
0.137,0.216
0.148,0.208
0.265,0.223
0.273,0.242
0.002,0.894
0.025,0.01
0.72,0.708
0.058,0.135
0.8,1
0.001,0.503
0.166666667,0.166666667
0.018,0.006
0.001,0.002
0.001,0.002
0.047,0.002
0.007,0.009
0.001,0.002
0.001,0.064
0.025,0.046
0.154,0.159
0.1,0.05
0.103,0.746
0.309,0.308
0.317,0.308
0.333333333,0.166666667
0.886,0.34
0.249,0.464
0.619,0.015
0.722,0.993
0.806,0.102
0.1,0.1
0.464,0.652
0.433333333,0.016666667
0.795,0.579
0.058,0.443
0.745,0.7
0.237,0.116
0.158,0.173
0.002,0.367
0.046,0.051
0.02,0.288
0.611111111,0.283333333
0.675,0.8
1,0.166666667
0.449,0.083
0.388,0.184
0.059,0.112
1,1
0.343,0.355
0.001,0.123
0.77,0.928
0.233,0.868
0.813,0.794
0.202,0.001
0.009,0.282
0.263,0.304
0.002,0.001
0.001,0.072
0.001,0.07
0.45,0.464
0.001,0.001
0.001,0.001
0.001,0.335
0.001,0.098
0.001,0.001
0.603,0.589
0.001,0.08
0.001,0.001
0.001,0.015
0.001,0.047
0.082,0.066
0.008333333,0.041666667
0.014,0.102
0.086,0.739
0.149,0.41
0.855,0.551
0.217,0.048
0.4,0.238888889
0.1,0.001
0.651,0.41
0.306,0.016
0.514,0.47
0.081,0.082
0.001,0.11
0.001,0.001
0.216,0.229
0.025,0.064
0.391,0.351
0.364,0.472
0.639,0.054
0.408,0.386
0.124,0.124
0.001,0.915
0.014,0.004
0.109,0.107
0.008,0.045
0.038,0.034
0.001,0.024
0.015,0.063
0.033,0.347
0.682,0.964
0.928,0.899
0.003,0.077
1,0.6
0.003,0.107
0.53,0.996
0.514,0.171
0.197,0.058
0.762,0.646
0.012,0.037
0.397,0.224
0.411,0.268
0.368,0.986
0.589,0.814
0.005,0.067
0.7,0.7
0.266,0.014
0.446,0.206
0.383,0.072
0.059,0.126
0.476,0.205
0.286,0.029
0.468,0.603
0.071,0.07
0.3,0.305555556
0.861,0.813
0.083,0.663
0.109,0.099
0.522,0.945
0.469,0.145
0.233333333,0.233333333
0.162,0.176
0.011,0.25
0.399,0.098
0.562,0.718
0.6,0.588888889
0.766,0.291
0.835,0.789
0.449,0.588
0.002,0.161
0.001,0.001
0.074,0.744
0.4,1
0.141,0.142
0.355,0.91
0.561,0.93
0.001,0.041
0.208,0.24
0.507,0.501
0.228,0.412
0.045,0.11
0.997,0.121
1,1
0.111,0.617
0.79,0.664
0.661,0.652
0.597,0.859
0.435,0.393
0.314,0.219
0.54,0.035
0.24,0.917
0.423,0.234
0.112,0.965
0.267,0.16
0.49,0.626
0.314,0.268
0.075,0.07
0.647,0.706
0.748,0.838
0.368,0.448
0.002,0.001
0.058,0.252
0.019,0.05
0.025,0.238
0.229,0.151
0.024,0.03
0.012,0.027
0.008,0.002
0.181,0.28
0.512,0.525
0.113888889,0.158333333
0.474,0.419
0.025,0.022
0.002,0.002
0.021,0.039
0.697,0.006
0.483,0.472
0.668,0.683
0.443,0.542
0.817,1
0.016,0.784
0.333333333,0.333333333
0.263,0.369
0.268,0.144
1,1
0.066666667,0.066666667
0.149,0.05
0.041,0.033
0.056,0.87
0.369,0.013
0.943,0.691
0.095,0.21
0.047,0.001
0.133,0.012
0.001,0.327
1,1
0.045,0.177
0.413,0.015
0.033333333,0.15
0.647,0.355
0.025,0.146
0.066666667,0.066666667
0.15,0.416666667
0.297,0.165
0.315,0.328
0.676,0.005
0.056,0.055
0.016,0.004
0.666666667,0.866666667
0.951,0.541
0.739,0.174
0.001,0.001
0.009,0.354
0.008,0.006
0.672222222,0.080555556
0.001,0.005
0.526,0.52
0.678,0.643
0.001,0.001
0.539,0.784
0.493,0.072
0.009,0.022
0.761,0.52
0.259,0.945
0.316,0.973
0.046,0.166
0.495,0.364
0.761,0.545
0.001,0.001
0.862,0.454
0.148,0.134
1,0.145
0.785,0.281
0.242,0.315
0.699,0.7
0.133333333,0.133333333
0.066666667,0.6
0.036,0.891
0.142,0.137
0.147,0.463
0.008,0.152
0.196,0.328
0.239,0.104
0.001,0.018
0.436,0.434
0.008,0.64
0.425,0.505555556
0.81,0.924
0.236,0.629
0.001,0.25
0.019,0.001
0.008,0.011
0.624,0.512
0.818,0.866
0.1,0.380555556
0.209,0.16
0.673,0.669
0.465,0.067
0.39,0.588
0.015,0.067
0.029,0.538
0.1,0.1
1,1
0.414,0.361
0.002,0.002
0.091,0.104
0.098,0.485
0.826388889,0.013888889
0.506,0.063
0.72,0.502
0.108,0.562
0.898,0.923
0.377,0.272
0.163,0.312
0.043,0.238
0.138,0.733
0.153,0.858
0.592,0.912
0.52,0.674
0.317,0.058
0.109,0.068
0.053,0.016
0.151,0.167
0.002,0.004
0.171,0.331
0.115,0.559
0.087,0.079
0.134,0.217
0.58,0.416
0.611111111,0.888888889
0.2,0.1
0.581,0.587
0.131,0.544
1,1
0.229,0.281
0.005,0.078
0.018,0.095
0.202,0.945
0.466,0.361
0.001,0.005
0.088,0.07
0.183333333,0.183333333
0.906,0.906
0.099,0.003
0.889,0.593
0.153,0.151
0.091,0.001
0.08,0.077
0.475,0.53
0.937,0.278
0.275,0.311111111
0.125,0.032
0.02,0.049
0.01,0.011
0.097222222,0.141666667
0.011,0.017
0.134,0.156
0.062,0.381
0.102,0.472
0.23,0.192
0.008,0.005
0.081,0.115
0.233333333,0.85
0.064,0.017
0.259,0.225
0.002,0.364
0.304,0.715
0.397,0.312
0.015,0.004
0.018,0.031
0.038,0.009
0.008,0.026
0.659,0.889
0.957,0.817
0.193,0.235
0.17,0.27
0.935,0.878
0.143,0.21
0.003,0.001
0.93,0.935
0.905,0.468
1,1
0.541,0.655
0.725,0.612
0.034,0.253
0.17,0.134
0.438,0.127
0.16,0.014
0.009,0.979
0.217,0.051
0.606,0.675
0.041,0.042
0.315,0.172
0.347,0.021
0.043,0.038
0.177,0.741
0.855,0.931
0.114,0.524
0.164,0.667
0.006,0.028
0.455,0.218
0.533333333,0.533333333
0.555,0.225
0.178,0.316
0.562,0.279
0.123,0.106
0.29,0.301
0.046,0.3
0.472,0.824
0.8,0.333333333
0.581,0.58
0.568,0.757
0.592,0.622
0.616,0.645
0.006,0.001
0.34,0.226
0.049,0.047
0.02,0.003
0.485,0.528
0.631,0.934
0.053,0.139
0.033333333,0.416666667
0.01,0.009
1,0.7
0.168,0.189
0.049,0.059
0.9,0.709
0.13,0.139
0.386,0.823
0.444,0.321
1,1
0.707,0.652
0.969,0.357
0.009,0.082
0.714,0.551
0.976,0.54
0.009,0.055
0.052,0.822
0.138,0.008
0.001,0.511
0.933333333,0.933333333
0.022222222,0.622222222
0.001,0.001
0.819,0.717
0.877,0.858
0.001,0.066
0.826,0.685
0.018,0.033
0.284,0.276
0.157,0.086
0.001,0.999
0.227777778,0.305555556
0.001,0.001
0.526,0.513
0.428,0.455
0.001,0.001
0.209,0.875
0.066666667,0.5
0.273,0.218
0.288,0.552
0.273,0.936
0.271,0.1
0.12,0.093
0.001,0.009
0.166666667,0.166666667
0.575,0.898
0.333333333,0.333333333
0.99,0.998
0.88,1
0.34,0.34
0.422,0.594
0.194,0.029
0.714,0.25
1,1
0.191,0.183
0.046,0.598
0.001,0.002
0.092,0.103
0.03,0.036
0.45,0.135
0.705,0.147
0.013,0.008
0.001,0.001
0.007,0.018
0.018,0.034
0.783333333,0.133333333
0.939,0.862
0.012,0.155
0.297222222,0.322222222
0.031,0.158
0.424,0.013
0.815,0.453
0.097222222,0.313888889
1,1
1,0.584
0.001,0.001
0.99,0.994
0.007,0.091
0.001,0.001
0.058,0.382
0.066,0.117
0.002,0.861
0.013,0.008
0.001,0.001
0.003,0.001
0.518,0.557
0.006,0.032
0.563,0.48
0.638,1
0.001,0.001
0.04,0.089
0.557,0.545
0.191666667,0.241666667
0.001,0.143
0.141,0.658
0.049,0.286
0.619,0.355
0.252,0.059
0.515,0.579
0.529,0.3
0.073,0.163
0.085,0.001
0.358,0.056
0.65,0.11
0.044444444,0.044444444
0.001,0.133
0.039,0.025
0.007,0.005
0.917,0.561
0.001,0.001
0.229,0.131
0.026,0.036
0.411,0.198
1,1
0.17,0.125
0.002,0.002
0.082,0.143
0.013,0.043
0.001,0.001
0.006,0.018
0.185,0.173
0.135,0.142
0.021,0.027
0.017,0.018
0.374,0.263
0.007,0.095
1,1
0.183333333,0.183333333
0.034,0.051
0.166666667,0.166666667
0.106,0.186
0.304,0.669
0.044,0.003
0.006,0.217
0.001,0.052
0.748,0.264
0.043,0.045
0.616,0.224
0.622,0.337
0.055,0.7
0.814,0.211
0.198,0.031
0.009,0.008
0.066666667,0.066666667
0.978,0.47
0.858,0.862
1,0.579
1,0.592
0.641666667,0.783333333
0.565,0.438
0.03,0.022
0.144,0.007
0.788,0.9
0.327777778,0.377777778
0.003,0.393
0.041,0.802
0.129,0.076
0.993,0.943
0.558,0.553
0.552,0.53
0.303,0.221
0.088888889,0.066666667
1,0.56
0.101,0.001
0.1,0.002
0.07,0.055
0.001,0.001
0.896,0.051
0.001,0.001
0.001,0.005
0.007,0.024
0.06,0.072
0.333333333,0.4
1,1
0.1,0.1
1,1
0.154,0.202
0.475,0.656
0.1,0.5
0.236,0.834
0.358333333,0.736111111
1,0.533333333
0.001,0.793
0.289,0.273
0.313888889,0.844444444
0.475,0.141666667
0.638,0.546
0.56,0.12
0.061,0.01
0.001,0.001
0.882,0.439
0.148,0.129
0.275,0.283
0.985,0.945
0.084,0.45
0.428,0.133
0.336,0.001
0.9,0.359
0.628,0.811
0.613,0.564
0.289,0.234
1,1
0.062,0.244
0.814,0.489
0.002,0.001
0.011,0.015
1,0.308
0.395,0.407
0.674,0.061
0.148,0.215
0.063,0.048
0.004,0.979
0.003,0.033
0.015,0.011
0.022,0.004
0.175,0.506
0.478,0.273
0.532,0.713
0.304,0.356
0.52,0.526
0.6,0.916666667
0.554,0.381
0.935,0.679
0.976,0.987
0.314,0.878
0.003,0.003
0.414,0.41
0.678,0.238
0.304,0.28
0.016,0.196
0.409,0.323
0.888888889,0.4
0.053,0.052
0.269,0.275
0.001,0.001
0.325,0.228
0.001,0.115
0.003,0.002
0.872222222,0.475
0.001,0.002
0.499,0.553
1,1
0.735,0.429
0.671,0.963
0.032,0.248
0.003,0.007
0.001,0.001
0.615,0.729
0.948,0.802
0.511,0.102
0.038,0.015
0.006,0.504
0.121,0.677
0.542,0.19
0.016,0.06
0.584,0.926
0.56,0.564
0.486,0.777
0.246,0.256
0.181,0.12
0.155555556,1
0.252,0.735
0.001,0.001
0.592,0.389
0.818,0.98
0.008,0.933
0.462,0.597
0.018,0.011
0.495,0.076
0.016,0.022
0.727,0.491
0.49,0.619
0.068,0.02
0.965,0.972
0.094,0.321
0.056,0.123
0.001,0.002
0.12,0.111
0.426,0.116
0.613,0.511
0.597,0.583
0.659,0.409
0.987,0.247
0.126,0.132
0.053,0.048
0.016,0.322
0.005,0.536
0.071,0.023
0.106,0.134
0.066666667,0.066666667
0.437,0.942
0.022,0.041
0.066,0.049
0.154,0.067
0.766666667,0.394444444
0.822,0.082
0.35,0.077
0.725,0.619
0.802777778,0.423611111
0.914,0.688
0.118,0.221
0.813,0.685
0.676,0.463
0.488,0.571
0.601,0.61
0.231,0.112
0.958,0.68
0.343,0.341
0.368,0.555
0.388,0.528
0.233,0.798
0.066,0.643
0.1,0.1
0.731,0.947
0.1,0.1
0.786,0.051
0.41,0.441
0.1,0.1
0.666666667,0.666666667
0.28,0.662
0.41,0.116
0.158,0.382
0.933,0.985
0.139,0.703
0.278,0.213
0.377,0.017
0.277,0.087
0.997,0.457
0.156,0.447
0.402,0.638
0.997,0.002
0.001,0.001
0.002,0.001
0.109,0.328
0.015,0.311
0.71,0.536
0.655,0.687
0.091,0.059
0.036,0.432
0.001,0.014
0.51,0.092
0.438,0.305
0.859,0.785
0.251,0.307
0.05,0.25
0.873,0.076
0.1,0.157
0.713,0.73
0.007,0.53
0.333333333,0.333333333
0.166666667,0.166666667
0.017,0.926
0.005,0.077
0.675,0.4
0.773,0.984
0.86,0.805
0.11,0.057
1,1
0.1,0.1
0.984,0.151
0.674,0.8
0.358,0.945
0.17,0.824
0.055555556,0.05
0.685,0.548
0.052,0.016
0.709,0.515
0.51,0.162
0.735,0.762
0.872,0.341
0.006,0.001
0.1,0.1
0.1,0.1
0.013,0.032
0.263,0.27
0.008,0.151
0.491,0.149
0.267,0.033
0.759,0.402
0.109,0.217
0.098,0.305
0.015,0.657
0.003,0.002
0.003,0.003
0.103,0.138
1,0.4
0.006,0.006
0.1,1
0.705,0.599
0.35,0.1
0.606,0.602
0.332,0.435
0.036,0.764
0.546,0.536
0.15,0.45
0.004,0.419
0.666,0.709
0.1,0.033333333
1,1
0.553,0.667
0.108,0.141
0.5,0.5
0.011,0.033
0.156,0.196
0.594,0.534
0.052,0.048
0.748,0.699
0.528,0.527
0.912,0.952
1,1
0.001,0.001
0.445833333,0.258333333
0.78,0.979
0.158,0.169
0.233,0.22
0.029,0.153
0.001,0.001
0.569,0.759
0.001,0.001
0.997,0.954
0.081,0.147
0.901,0.711
0.007,0.045
0.453,0.811
0.193,0.447
1,0.762
0.079,0.248
0.084,0.306
0.972,0.495
0.266666667,0.266666667
0.132,0.021
0.079,0.001
0.003,0.071
0.001,0.001
0.07,0.067
0.073,0.045
0.124,0.165
0.576,0.204
0.163,0.135
0.133,0.265
0.06,0.015
0.133,0.189
0.002,0.004
0.23,0.233
0.171,0.593
0.277,0.226
0.165,0.255
0.05,0.059
0.004,0.52
0.033,0.034
0.333333333,0.333333333
0.206,0.001
0.411111111,0.433333333
0.001,0.002
0.133333333,0.133333333
0.512,0.469
0.611111111,0.716666667
0.38,0.816
0.015,0.191
0.003,0.71
0.001,0.005
0.063,0.574
0.333,0.96
0.003,0.215
0.117,0.011
0.5,0.5
0.654,0.921
0.182,0.324
0.384,1
0.038,0.011
0.155,0.338
0.539,0.28
0.514,0.733
0.005555556,0.011111111
1,0.166666667
0.511,0.839
0.058,0.067
0.006,0.055
0.634,0.981
0.456,0.001
0.008333333,0.008333333
0.993,0.889
0.04,0.004
0.184,0.999
0.7,0.5
0.001,0.987
0.001,0.864
0.003,0.277
0.796,0.566
0.163,0.74
0.117,1
0.7,0.466666667
0.038,0.519
0.855,0.355
0.09,0.309
0.001,0.031
0.548,0.798
0.538888889,1
0.16,0.625
0.659,0.89
0.413,0.376
0.641,1
0.765,0.591
0.036,0.312
0.775,0.192
0.116,0.107
0.571,0.884
0.027,0.052
0.15,0.05
0.001,0.013
0.017,0.019
0.318,0.147
0.471,0.717
0.096,0.427
0.039,0.123
0.283333333,0.05
0.123,0.116
0.196,0.729
0.226,0.025
0.144,0.75
0.253,0.253
0.333333333,0.933333333
0.265277778,0.248611111
1,1
0.504,0.616
0.499,0.835
0.935,0.501
0.097,0.002
0.555,0.421
0.421,0.522
0.111,0.111
0.1,0.174
0.275,0.930555556
0.846,0.143
0.506,0.236
0.786,0.573
0.074,0.374
0.736,0.952
0.046,0.366
0.341666667,0.763888889
0.493,0.709
0.016,0.193
0.009,0.415
0.684722222,0.998611111
0.344444444,0.066666667
0.161,0.014
0.142,0.46
0.514,0.052
0.331,0.132
0.17,0.341
0.179,0.272
0.949,0.799
0.679,0.771
0.191,1
0.847,0.732
0.328,0.102
1,0.524
0.113,0.947
0.381,0.148
0.863,0.664
0.004,0.02
0.142,0.149
0.341,0.751
0.115,0.516
0.132,0.759
0.001,0.001
0.001,0.011
0.001,0.015
0.001,0.002
0.559,0.017
0.666666667,0.666666667
0.001,0.001
0.003,0.001
0.008,0.298
0.636,0.642
0.234,0.527
0.125,0.128
0.419,0.481
0.095,0.816
0.072,0.075
0.007,0.002
0.987,0.942
0.133333333,0.133333333
0.148,0.298
0.164,0.481
0.049,0.097
0.305,0.038
0.973,0.496
0.145,0.323
1,0.868
0.859,0.858
0.12,1
0.185,0.202
0.073,0.054
0.723,0.445
0.127,0.237
0.605,0.763
0.001,0.001
0.17,0.594
0.021,0.038
0.097,0.105
0.215,0.127
0.919,0.803
0.034,0.149
0.491,0.661
0.112,0.964
0.124,0.014
0.036,0.457
0.001,0.2
0.067,0.062
0.223,0.1
0.013,0.011
0.1,0.566666667
0.423,0.136
1,1
0.13,0.114
0.591,0.558
0.754,0.844
0.03,0.138
0.241,0.482
0.251,0.269
0.001,0.198
0.036,0.242
0.043,0.024
0.058,0.001
0.735,0.007
0.202,0.3
0.22,0.135
0.093,0.093
0.027,0.057
0.991,0.511
0.003,0.068
0.027,0.018
0.713,0.424
0.714,0.31
0.121,0.958
0.494,0.256
0.361,0.273
0.194,0.197
0.013,0.014
0.059,0.262
0.506,0.658
0.239,0.195
0.84,0.831
0.716,0.597
0.385,0.788
0.072,0.07
0.029,0.028
0.525,0.641666667
0.141,0.828
0.109,0.922
0.204,0.613
0.895,0.649
0.722222222,0.194444444
0.874,1
0.475,0.169
1,1
0.54,0.661
0.287,0.043
0.589,0.462
0.188888889,0.091666667
0.005,0.049
0.1,0.201
0.001,0.003
0.707,0.001
0.245,0.993
0.134,0.284
0.005,0.054
0.051,0.721
0.509,0.575
0.806,0.623
0.032,0.405
0.366,0.288
0.436,0.875
0.619,0.435
0.098,0.091
1,1
0.419,0.007
0.679,0.477
0.008,0.008
0.385,0.425
0.307,0.772
0.288888889,0.25
0.161,0.071
0.323,0.421
0.333333333,1
0.442,0.444
0.418,0.356
0.039,0.062
0.428,0.528
0.09,0.074
0.516666667,0.3
0.108,0.014
0.034,0.029
0.047222222,0.066666667
0.059,0.353
1,0.158
1,0.214
0.856,0.27
0.441,0.41
0.228,0.107
0.426,0.641
0.312,0.553
0.163,0.117
0.772,0.746
0.005,0.265
0.043,0.006
0.39,0.87
0.001,0.001
0.002,0.001
0.018,0.012
0.684,0.374
0.233,0.429
0.159,0.017
0.237,0.242
0.138,0.242
0.412,0.311
0.034,0.367
0.044,0.046
0.503,0.116
0.07,0.358
0.002,0.228
0.002,0.036
0.016,0.002
0.478,0.191
0.043,1
0.895,0.45
0.161,0.158
0.001,0.026
0.001,0.069
0.001,0.057
0.402,0.795
0.072,0.302
0.005555556,0.2
0.452,0.743
0.002,0.684
0.033,0.112
0.016,0.374
0.366,0.456
0.163,0.185
0.524,0.48
0.732,0.137
0.066666667,0.166666667
0.664,0.185
0.096,0.016
0.012,0.062
0.001,0.002
0.492,0.53
0.808,0.564
0.117,0.208
0.333333333,0.333333333
0.004,0.002
0.121,0.009
0.001,0.001
0.007,0.375
0.003,0.001
0.009,0.001
0.465,0.937
0.001,0.005
0.565,0.002
0.007,0.141
0.95,0.009
0.055,0.51
0.567,0.236
0.358333333,0.352777778
0.694444444,0.838888889
0.419,0.05
0.013,0.001
0.297,0.226
0.6,0.6
0.002,0.135
0.189,0.32
0.642,0.609
0.971,0.977
0.343,0.346
0.369,0.134
0.002,0.001
0.06,0.173
0.24,0.236
0.081,0.075
0.024,0.722
0.001,0.001
0.999,0.993
0.058,0.155
0.012,0.002
0.975,0.989
0.344,0.335
0.083,0.952
0.673,0.013
0.342,0.108
0.058,0.075
0.793,0.36
0.202,0.052
0.738,0.735
0.224,0.109
0.004,0.003
0.015,0.009
0.378,0.388
0.398,0.853
0.01,0.007
0.752,0.635
0.004,0.885
0.002,0.494
0.001,0.53
0.924,0.001
0.994,0.001
1,0.001
0.384,0.471
0.021,0.049
0.318,0.194
0.329,0.342
0.835,0.573
0.004,0.016
0.941,0.482
0.221,0.397
0.017,0.014
0.395,0.389
0.009,0.01
0.004,0.856
0.077,0.004
0.615,0.636
0.507,0.219
0.177,0.145
0.188888889,0.705555556
0.948611111,0.529166667
0.002777778,0.252777778
0.103,0.857
0.12,0.174
0.528,0.449
0.212,0.616
0.032,0.495
0.751,0.64
0.251,0.101
0.221,0.106
0.8,0.8
0.241,0.033
0.104,0.301
0.137,0.021
0.446,0.398
0.187,0.004
0.01,0.015
0.341666667,0.275
0.09,0.09
0.637,0.507
0.174,0.265
0.713,0.859
